point,lat,lon,tipo
MIRLO,-8.797377778,-63.896952778,ICAO
MISOA,-22.323333333,-49.923333333,ICAO
MK001,-16.588,-44.024833333,TERMINAL
MK002,-16.714,-43.7575,TERMINAL
MK003,-16.699833333,-43.8805,TERMINAL
MK004,-16.685666667,-44.001166667,TERMINAL
MK006,-16.695833333,-43.915,TERMINAL
MK007,-16.825833333,-43.613166667,TERMINAL
MK008,-16.737833333,-43.5505,TERMINAL
MK009,-16.638333333,-43.589666667,TERMINAL
MK011,-16.728,-43.636833333,TERMINAL
MK012,-16.718,-43.723,TERMINAL
MK013,-16.675666667,-44.087333333,TERMINAL
MK014,-16.775333333,-44.048166667,TERMINAL
MK016,-16.712038889,-43.774680556,TERMINAL
MK017,-16.699630556,-43.882333333,TERMINAL
MK022,-16.693666667,-43.933388889,TERMINAL
MK081,0.619569444,-66.119247222,TERMINAL
MK082,0.645233333,-66.246352778,TERMINAL
MK083,0.646180556,-66.328888889,TERMINAL
MK084,0.690372222,-66.418544444,TERMINAL
MK087,0.653475,-65.905502778,TERMINAL
MK089,0.875266667,-65.617372222,TERMINAL
ML001,-22.378833333,-50.076666667,TERMINAL
ML002,-22.4485,-49.990166667,TERMINAL
ML003,-22.422,-49.879166667,TERMINAL
ML004,-22.367,-49.9695,TERMINAL
ML006,-22.285666667,-49.949,TERMINAL
ML007,-22.0265,-49.8835,TERMINAL
ML008,-21.9715,-49.9735,TERMINAL
ML009,-21.945166667,-49.863,TERMINAL
ML011,-22.014833333,-49.776666667,TERMINAL
ML012,-22.108,-49.904,TERMINAL
ML021,-22.156755556,-49.916336111,TERMINAL
MM001,-22.513555556,-40.087094444,ICAO
MM002,-22.4877,-40.301280556,ICAO
MM003,-22.255513889,-40.243622222,TERMINAL
MM004,-22.235777778,-40.029069444,ICAO
MM013,-22.386288889,-40.282316667,ICAO
MN001,-3.157069444,-60.030719444,TERMINAL
MN002,-3.132425,-59.776725,TERMINAL
MN003,-3.216330556,-58.885455556,TERMINAL
MN004,-2.950138889,-59.661188889,TERMINAL
MN005,-3.148333333,-59.995555556,TERMINAL
MN006,-2.841205556,-59.6741,TERMINAL
MN007,-3.2871,-60.133247222,TERMINAL
MN008,-3.213030556,-60.255452778,TERMINAL
MN009,-3.188652778,-60.157511111,TERMINAL
MN011,-3.168513889,-60.076644444,TERMINAL
MN012,-3.213644444,-60.005561111,TERMINAL
MN013,-3.082947222,-59.734419444,TERMINAL
MN014,-3.141694444,-60.172130556,TERMINAL
MN016,-3.103175,-59.815258333,TERMINAL
MN017,-3.191052778,-60.167472222,TERMINAL
MN018,-2.940611111,-59.732255556,TERMINAL
MN019,-3.479988889,-60.089358333,TERMINAL
MN020,-3.157586111,-60.032994444,TERMINAL
MN021,-3.030455556,-59.576211111,TERMINAL
MN022,-3.037466667,-60.471233333,TERMINAL
MN031,-3.251608333,-59.919866667,TERMINAL
MN071,-3.157636111,-60.032983333,TERMINAL
MN374,-3.134341667,-59.939747222,TERMINAL
MNS01,-2.854497222,-59.662891667,TERMINAL
MNS03,-2.844886111,-59.891625,TERMINAL
MNS04,-2.786352778,-60.029916667,TERMINAL
MNS05,-2.786641667,-60.082344444,TERMINAL
MNS06,-2.790130556,-60.104719444,TERMINAL
MNS07,-2.807544444,-60.158702778,TERMINAL
MNS08,-2.900769444,-60.267097222,TERMINAL
MNS09,-2.811255556,-60.404094444,TERMINAL
MNS27,-2.824347222,-60.614761111,TERMINAL
MO003,-9.497766667,-35.861327778,TERMINAL
MO004,-9.474372222,-35.985608333,TERMINAL
MO006,-9.458761111,-36.068455556,TERMINAL
MO007,-9.560766667,-36.037263889,TERMINAL
MO008,-9.375213889,-36.001888889,TERMINAL
MO009,-9.528577778,-35.697080556,TERMINAL
MO011,-9.5441,-35.614202778,TERMINAL
MO013,-9.562702778,-35.514736111,TERMINAL
MO014,-9.643238889,-35.597802778,TERMINAL
MO016,-9.457691667,-35.562575,TERMINAL
MOLDA,-22.731166667,-40.910166667,ICAO
MOLDO,-3.894008333,-61.082194444,ICAO
MOLKI,-22.368166667,-40.9925,ICAO
MOLLE,-23.144544444,-47.166966667,TERMINAL
MOLSU,-21.839833333,-42.204833333,ICAO
MOLTI,-16.388,-47.24283333,ICAO
MOLVA,-21.9549695,-45.538790722,ICAO
MOMDA,-21.179605556,-45.015244444,ICAO
MOMDO,-9.651611753,-48.163517524,ICAO
MOMKU,5.0,-44.0,ICAO
MOMSA,-22.266833333,-40.842,ICAO
MOMSO,-10.515593714,-51.086560513,ICAO
MOMVA,-22.48,-48.642,ICAO
MONGU,-22.178166667,-40.862,ICAO
MONRI,-18.796986111,-48.194305556,ICAO
MOPDA,-15.953893833,-47.605198667,ICAO
MOPIM,-17.783822222,-50.142330556,ICAO
MOPKA,-22.765497222,-51.700891667,ICAO
MOPKO,3.015830556,-60.578297222,ICAO
MOPLI,-2.767680556,-57.736516667,ICAO
MOPNA,-29.548780556,-53.764247222,ICAO
MOPNO,3.714053241,-45.703718834,ICAO
MOPRA,-7.2825,-55.54972222,ICAO
MORDA,-20.782286111,-50.648519444,ICAO
MORPI,-21.305555556,-49.890277778,TERMINAL
MORPO,-5.041132873,-54.657077034,ICAO
MORVU,-6.903669444,-39.491644444,ICAO
MOSMU,-11.186472073,-38.364918559,ICAO
MOSNI,-5.549678485,-41.607326069,ICAO
MOSRI,0.242618008,-46.324731089,ICAO
MOSTI,-18.727833333,-43.143333333,ICAO
MOTBO,-15.668435744,-41.166932713,ICAO
MOTBU,5.770266343,-35.998799334,ICAO
MOTGI,-26.945527778,-53.166319444,ICAO
MOTLO,-22.412065953,-46.848633963,ICAO
MOTMA,-19.857292449,-44.674287648,ICAO
MOTSU,-21.005333333,-47.318,ICAO
MOVDI,-3.824038889,-38.354361111,ICAO
MOVDO,-15.878242556,-48.157931611,ICAO
MOVGA,7.666666667,-35.0,ICAO
MOVGI,-23.202333333,-43.149666667,ICAO
MOVLA,-7.9815,-34.729,ICAO
MOXAP,-28.702988889,-53.243975,ICAO
MOXAV,-22.21138889,-48.54861111,ICAO
MOXEL,-29.542813889,-53.525961111,ICAO
MOXOB,-16.091166667,-48.172333333,ICAO
MOXOX,-21.457222222,-39.697258333,ICAO
MOXUG,-3.801344444,-49.721319444,ICAO
MQ001,0.046375,-51.080702778,TERMINAL
MQ002,0.056680556,-51.06475,TERMINAL
MQ007,0.076552778,-51.032008333,TERMINAL
MQ009,0.025141667,-51.112588889,TERMINAL
MQ010,0.046847222,-51.080977778,TERMINAL
MQ015,0.074627778,-51.030894444,TERMINAL
MQ361,0.101333333,-50.993666667,TERMINAL
MQ362,0.1465,-50.923666667,TERMINAL
MQ367,0.024688889,-51.112291667,TERMINAL
MQ368,0.000333333,-51.15,TERMINAL
MQ369,-0.044833333,-51.22,TERMINAL
MQ374,-0.099166667,-51.304166667,TERMINAL
MQ376,0.016,-51.299333333,TERMINAL
MQ377,-0.142833333,-51.198166667,TERMINAL
MQ378,0.085666667,-50.844333333,TERMINAL
MQ379,0.2445,-50.9455,TERMINAL
MQ381,0.200333333,-50.84,TERMINAL
MS006,-5.193005556,-37.361736111,TERMINAL
MS011,-5.286102778,-37.403175,TERMINAL
MS012,-5.362016667,-37.438436111,TERMINAL
MS013,-5.404419444,-37.347538889,TERMINAL
MS014,-5.453108333,-37.480758333,TERMINAL
MS016,-5.319597222,-37.529316667,TERMINAL
MS017,-4.99955,-37.380686111,TERMINAL
MS018,-5.084336111,-37.198983333,TERMINAL
MS019,-5.041947222,-37.289838889,TERMINAL
MS021,-5.117866667,-37.325069444,TERMINAL
MS022,-4.950841667,-37.247575,TERMINAL
MSS01,-5.401969444,-37.438472222,TERMINAL
MSS02,-5.401861111,-37.438527778,TERMINAL
MSS03,-5.027463889,-37.257283333,TERMINAL
MSS05,-5.208794444,-37.3686,BRG_DIST
MT002,-23.497297222,-46.762719444,TERMINAL
MT003,-23.505644444,-46.671688889,TERMINAL
MT004,-23.538338889,-46.609683333,TERMINAL
MT006,-23.563616667,-46.561691667,TERMINAL
MT007,-23.606930556,-46.498397222,TERMINAL
MT008,-23.645686111,-46.447905556,TERMINAL
MT009,-23.744038889,-46.322797222,TERMINAL
MT011,-23.491605556,-46.679583333,TERMINAL
MT012,-23.555391667,-46.612280556,TERMINAL
MT014,-23.470652778,-46.893358333,TERMINAL
MT016,-23.504811111,-46.680816667,TERMINAL
MT017,-23.628227778,-46.467561111,TERMINAL
MT018,-23.629894444,-46.391805556,TERMINAL
MT023,-23.520883333,-46.567166667,TERMINAL
MT024,-23.528313889,-46.52255,TERMINAL
MT031,-23.772961111,-46.293608333,TERMINAL
MT032,-23.892591667,-46.396447222,TERMINAL
MT033,-24.010616667,-46.900936111,TERMINAL
MT035,-23.479272222,-46.693775,TERMINAL
MT036,-23.919630556,-47.068808333,TERMINAL
MT040,-23.504580556,-46.683330556,TERMINAL
MT041,-23.500280556,-46.730244444,TERMINAL
MT042,-23.503986111,-46.689838889,TERMINAL
MT043,-23.402386111,-46.782183333,TERMINAL
MT044,-23.458402778,-46.717788889,TERMINAL
MT046,-23.496469444,-46.673977778,TERMINAL
MT047,-23.3926,-46.941647222,TERMINAL
MT048,-23.4412,-46.737575,TERMINAL
MT049,-23.543169444,-46.614111111,TERMINAL
MT051,-23.648755556,-46.550833333,TERMINAL
MUBAP,-13.631047222,-42.180827778,ICAO
MUBAV,-2.854222222,-60.111422222,ICAO
MUBGA,-7.112405556,-36.866330556,ICAO
MUBIP,-25.102608333,-49.372313889,ICAO
MUBIR,-1.489669444,-48.607969444,ICAO
MUBKI,-23.648891667,-47.065958333,ICAO
MUBOL,-19.264288889,-44.652752778,ICAO
MUBOM,-25.972647222,-49.393108333,ICAO
MUBOX,-30.5585,-51.000666667,ICAO
MUBUT,-13.955313889,-55.500158333,ICAO
MUBUV,-4.391636111,-58.539497222,ICAO
MUDAB,-12.73116667,-62.27183333,ICAO
MUDAR,-8.211405556,-36.599536111,ICAO
MUDAT,-25.986972222,-50.130769444,ICAO
MUDBI,-15.849541667,-47.806269444,ICAO
MUDER,-3.707744444,-64.309588889,ICAO
MUDET,-23.326819444,-46.922363889,ICAO
MUDKA,-21.572333333,-43.575166667,ICAO
MUDOG,-22.196333333,-40.959666667,ICAO
MUDRU,-21.745544907,-46.128914184,ICAO
MUDSA,-18.5195,-38.73266667,ICAO
MUDSI,-9.055847222,-35.030575,ICAO
MUDUX,-23.446666667,-46.629,ICAO
MUGAB,-27.572938889,-48.506102778,ICAO
MUGAV,-11.621388889,-42.123888889,ICAO
MUGEB,-31.818027778,-52.4848,ICAO
MUGED,-3.315286111,-63.720361111,ICAO
MUGET,-2.964530556,-38.766933333,ICAO
MUGEX,-22.0725,-40.822833333,ICAO
MUGIB,-3.187552778,-60.704830556,ICAO
MUGOM,-6.059116667,-44.400866667,ICAO
MUGRA,-19.742836111,-44.433986111,ICAO
MUGTU,-20.257436111,-51.120927778,ICAO
MUGUR,-11.22875,-41.348916667,ICAO
MUGVI,-10.221919444,-49.041169444,ICAO
MUKAL,-27.52705,-48.808127778,ICAO
MUKDI,-19.602,-43.651666667,ICAO
MUKEK,-20.263333333,-35.418055556,ICAO
MUKEL,-15.867269444,-48.022627778,ICAO
MUKNU,-21.152666667,-47.298333333,ICAO
MUKOS,-16.296111111,-39.756111111,ICAO
MUKOV,-8.838168333,-63.790695,ICAO
MUKSA,-9.970280556,-54.144177778,ICAO
MULBU,-14.380888889,-45.350055556,ICAO
MULEM,-26.177055556,-48.980963889,ICAO
MULIP,-2.498166667,-67.20283333,ICAO
MULUK,-1.234444444,-53.10611111,ICAO
MULUV,-16.436388889,-47.555555556,ICAO
MUMAG,-4.874513889,-42.184847222,ICAO
MUMBI,-4.0333,-38.534294444,ICAO
MUMDO,-2.432166667,-54.852666667,ICAO
MUMEB,-30.086852778,-51.784,ICAO
MUMEP,-4.291111111,-44.701388889,ICAO
MUNAK,-3.169166667,-60.079666667,ICAO
MUNAT,-22.214166667,-41.0555,ICAO
MUNEB,-8.545277778,-71.46472222,ICAO
MUNEX,-16.914063889,-55.425194444,ICAO
MUNIR,-8.093111111,-37.433922222,ICAO
MUNIS,-1.486055556,-56.397555556,ICAO
MUNOK,-12.422483333,-46.498788889,ICAO
MUNOP,-1.7755,-54.975169444,ICAO
MUNUG,-8.089722222,-34.705,ICAO
MUPAK,-5.254666667,-65.103,ICAO
MUPAT,0.753833333,-50.965166667,ICAO
MUPEG,-8.258833333,-63.59633333,ICAO
MUPIP,-22.832594444,-47.378066667,ICAO
NACRE,-29.91583333,-51.927,ICAO
NAFIL,-22.876897222,-43.033761111,ICAO
NANDU,-14.250552778,-44.110997222,ICAO
NANIK,6.341666667,-33.17233333,ICAO
NAVIO,-15.756344444,-56.075955556,ICAO
NAXEG,-29.718636111,-53.580619444,ICAO
NAXOP,-23.515194444,-44.156816667,ICAO
NAXOT,-1.749833333,-47.92066667,ICAO
NAXOV,-15.848765346,-38.760935279,ICAO
NAXUN,-13.553658333,-41.943725,ICAO
NEBAK,-23.024,-46.122333333,ICAO
NEBAL,-17.44083333,-50.32766667,ICAO
NEBED,-6.020277778,-61.27777778,ICAO
NEBIK,-5.535016667,-35.804,ICAO
NEBIX,-14.620211111,-45.291563889,ICAO
NEBUG,-5.970833333,-35.469666667,ICAO
NECTO,-13.32183333,-45.60833333,ICAO
NEDEP,-5.288488889,-37.397413889,ICAO
NEDES,-16.049096972,-47.525909111,ICAO
NEDEV,-29.791677778,-53.545869444,ICAO
NEDOK,-17.210572222,-55.158038889,ICAO
NEGAD,-7.943611111,-34.983552778,ICAO
NEGRO,-19.3255,-57.04,ICAO
NEKAK,-4.734636111,-65.856958333,ICAO
NEKAL,-5.759555556,-39.079361111,ICAO
NEKEG,-19.590402778,-44.769188889,TERMINAL
NEKIG,-22.553130556,-46.794694444,ICAO
NEKIV,-7.727802778,-35.644780556,ICAO
NEKUN,-20.093319444,-40.203511111,ICAO
NELEG,-16.6595,-47.54216667,ICAO
NELIT,-8.0845,-64.13316667,ICAO
NELOX,-29.996,-51.165166667,ICAO
NELUP,-25.8345,-53.819333333,ICAO
NEMEL,-7.4061,-55.436938889,ICAO
NEMOG,-15.760802778,-39.242872222,ICAO
NEMUT,-20.850101346,-40.181340832,ICAO
NENEN,3.017105556,-60.572758333,ICAO
NENIL,-8.807,-63.8965,ICAO
NENIP,2.081634029,-42.812212205,ICAO
NENOK,-16.326961111,-56.083461111,ICAO
NENON,-21.83445,-48.803605556,ICAO
NEPER,-23.016683333,-45.460580556,ICAO
NEPIN,-8.036394444,-71.862725,ICAO
NEPOM,-22.907544611,-43.175123889,ICAO
NESGO,-7.007352778,-34.908513889,ICAO
NESMI,-27.4157,-50.624755556,ICAO
NETBA,-13.894538889,-45.733977778,ICAO
NETBO,-24.395605556,-52.469894444,ICAO
NETBU,-12.164469444,-60.884147222,ICAO
NETGA,-22.324494444,-41.752972222,ICAO
NETLA,-3.896455556,-38.397658333,ICAO
NETNO,-8.766938889,-64.083238889,ICAO
NETPI,-29.996666667,-51.0635,ICAO
NEUMA,-7.717833333,-36.03083333,ICAO
NEURA,-0.936333333,-30.91416667,ICAO
NEVDU,2.185444444,-60.623611111,ICAO
NEVKU,-22.099272222,-50.077652778,ICAO
NEVLI,-2.190241667,-53.365769444,ICAO
NEVLU,-25.965866667,-48.389008333,ICAO
NEVNO,-29.444038889,-48.922447222,ICAO
NEVPO,-20.445587194,-40.359415194,ICAO
NEVTI,-30.106672222,-50.980013889,ICAO
NF001,-26.809333333,-48.536,TERMINAL
NF002,-26.930666667,-48.735166667,TERMINAL
NF006,-26.971672222,-48.570013889,TERMINAL
NF009,-26.810944444,-48.737441667,TERMINAL
NF011,-26.976930556,-48.611863889,TERMINAL
NF012,-26.824344444,-48.155908333,TERMINAL
NF013,-26.733955556,-48.412963889,TERMINAL
NF019,-26.781083333,-48.489861111,TERMINAL
NF021,-26.818691667,-48.551447222,TERMINAL
NF022,-26.679602778,-48.131222222,TERMINAL
NF024,-26.633213889,-48.676152778,TERMINAL
NF027,-26.977613889,-48.812319444,TERMINAL
NF031,-26.679858333,-48.140816667,TERMINAL
NF032,-26.560133333,-48.113786111,TERMINAL
NF033,-26.405166667,-48.710177778,TERMINAL
NF034,-27.354147222,-49.400905556,TERMINAL
NF036,-27.604972222,-49.559711111,TERMINAL
NF041,-26.402286111,-48.79395,TERMINAL
NF042,-26.927694444,-48.518019444,TERMINAL
NF043,-27.091341667,-48.999391667,TERMINAL
NF044,-27.2645,-49.343027778,TERMINAL
NF051,-26.776469444,-47.900641667,TERMINAL
NF053,-26.180855556,-48.190144444,TERMINAL
NF061,-26.794325,-47.829630556,TERMINAL
NF062,-26.889944444,-48.255875,TERMINAL
NF102,-26.777427778,-48.763633333,TERMINAL
NF103,-26.875413889,-48.787441667,TERMINAL
NF104,-26.924133333,-48.756030556,TERMINAL
NF105,-26.884311111,-48.741911111,TERMINAL
NF106,-26.918883333,-48.715733333,TERMINAL
NF108,-26.643222222,-48.542333333,TERMINAL
NF109,-26.742833333,-48.555527778,TERMINAL
NF110,-26.80425,-48.610583333,TERMINAL
NF111,-26.809222222,-48.564333333,TERMINAL
NF112,-26.838805556,-48.584388889,TERMINAL
NF115,-26.953444444,-48.689527778,TERMINAL
NF118,-26.994166667000002,-48.679111111,TERMINAL
NF119,-26.950527778,-48.736055556,TERMINAL
NF120,-26.904222222,-48.534694444,TERMINAL
NF121,-26.804583333,-48.361027778,TERMINAL
NF122,-26.817277778,-48.471888889,TERMINAL
NF123,-26.825722222,-48.545805556,TERMINAL
NF124,-27.044833333,-48.59,TERMINAL
NF125,-26.989388889,-48.662277778,TERMINAL
NF127,-26.666827778,-48.733525,TERMINAL
NF128,-26.730683333,-48.841158333,TERMINAL
NF129,-26.911822222,-48.704444444,TERMINAL
NF131,-27.038283333,-48.912475,TERMINAL
NF132,-26.749155556,-48.872341667,TERMINAL
NF139,-26.780719444,-48.687855556,TERMINAL
NF142,-26.744208333,-47.72945,TERMINAL
NF143,-27.656952778,-49.404180556,TERMINAL
NF144,-27.785702778,-49.446008333,TERMINAL
NF146,-27.983566667,-49.510497222,TERMINAL
NF147,-27.374272222,-49.668597222,TERMINAL
NF148,-27.323822222,-49.452933333,TERMINAL
NF149,-27.07575,-49.402733333,TERMINAL
NF152,-27.372158333,-49.150825,TERMINAL
NF153,-27.510372222,-49.160744444,TERMINAL
NF154,-27.607983333,-49.167794444,TERMINAL
NF156,-26.8924,-49.114652778,TERMINAL
NF157,-27.167152778,-49.280302778,TERMINAL
NF158,-27.516038889,-49.49105,TERMINAL
NF159,-27.624944444,-49.558433333,TERMINAL
NF161,-27.001422222,-48.623641667,TERMINAL
NF163,-27.392088889,-49.416627778,TERMINAL
NF164,-26.850583333,-48.334813889,TERMINAL
NF167,-26.849177778,-49.036888889,TERMINAL
NF169,-26.9119,-48.704305556,TERMINAL
NF171,-26.951344444,-48.769091667,TERMINAL
NIBGA,-24.07883333,-47.23966667,ICAO
NIBGU,-22.402105556,-43.327788889,ICAO
NIBMI,-15.440333333,-58.713,ICAO
NIBRU,-23.573069444,-45.468961111,ICAO
NIBSA,-15.524216667,-45.069041667,ICAO
NIBSI,-27.243897222,-49.114619444,ICAO
NIBVO,-23.2269,-45.555925,ICAO
NIDKI,-21.469083333,-51.974713889,ICAO
NIDLA,-23.146841667,-46.825772222,ICAO
NIDSI,-17.582833333,-48.2705,ICAO
NIGBI,-29.278105556,-51.740636111,ICAO
NIGBO,-3.970263889,-38.87415,ICAO
NIGMA,-21.186669528,-44.882534222,ICAO
NIGMU,-29.364383333,-50.920525,ICAO
NIGRA,-21.061333333,-49.094,ICAO
NIGRI,-19.7697,-43.842894444,ICAO
NIGRO,-31.962191667,-53.917038889,ICAO
NIGTU,-8.851161018,-38.697829716,ICAO
NIGVA,-11.209166667,-65.305,ICAO
NIKNO,-6.858741667,-39.765894444,ICAO
NIKPI,-29.028688889,-51.101461111,ICAO
NILBO,-13.673897222,-45.362169444,ICAO
NILKA,-22.975577778,-47.356083333,ICAO
NILPI,-22.078333333,-46.710666667,ICAO
NILSU,-20.91,-48.935166667,ICAO
NIMBI,-19.559280556,-42.487930556,ICAO
NIMPI,-5.643,-35.527,ICAO
NIMRI,0.956375349,-45.380311711,ICAO
NIMTO,-15.891694444,-48.112527778,ICAO
NIMVA,-16.468427778,-49.891794444,ICAO
NINDI,-19.51333333,-45.76833333,ICAO
NINGA,-17.02515,-39.714863889,ICAO
NIPDA,-19.656333333,-43.117,ICAO
NIPKO,-22.852519444,-42.870333333,ICAO
NIPNU,-24.007425,-50.272538889,ICAO
NIRBI,-21.333333333,-42.666666667,OTHER
NIRDA,-26.949855035,-52.243057345,ICAO
NIRDI,-15.847494444,-47.701119444,ICAO
NIRKU,-27.814597222,-47.011691667,ICAO
NIRMU,-3.038244444,-60.205194444,ICAO
NIRNA,-3.309197222,-53.340319444,ICAO
NIRNI,-25.344741667,-48.77905,ICAO
NIRTI,-29.291805556,-50.929508333,ICAO
NIRTO,-19.597925,-46.373455556,ICAO
NISBU,-4.360833333,-33.105166667,ICAO
NISDI,-19.016166667,-57.6645,ICAO
NISKI,2.471333333,-54.692166667,ICAO
NISLA,-6.374916667,-51.135355556,ICAO
NISNI,-19.744041667,-46.314194444,ICAO
NISNO,-2.506722222,-41.483844444,ICAO
NISRU,-3.408816667,-37.987613889,ICAO
NISTO,-29.800880556,-50.934697222,ICAO
NISTU,-22.670833333,-41.992666667,ICAO
NITGI,-17.402333333,-45.024166667,ICAO
NITGO,-26.275810646,-49.844771223,ICAO
NITLI,5.690833333,-38.65444444,OTHER
NITLU,-20.50916667,-44.064,ICAO
NM001,-28.167494444,-54.345316667,TERMINAL
NM002,-28.265361111,-54.270466667,TERMINAL
NM003,-28.249547222,-54.363130556,TERMINAL
NM004,-28.233730556,-54.455777778,TERMINAL
NM005,-28.291108333,-54.118741667,TERMINAL
NM006,-28.331597222,-54.380969444,TERMINAL
NM007,-28.397736111,-53.960891667,TERMINAL
NM008,-28.243497222,-53.927563889,TERMINAL
NM009,-28.49145,-53.841736111,TERMINAL
NM011,-28.299563889,-54.068666667,TERMINAL
NM012,-28.315247222,-53.975933333,TERMINAL
NM013,-28.274555556,-54.216411111,TERMINAL
NOBEL,-28.824166667,-52.084833333,ICAO
NOBRE,-22.844808333,-47.361058333,ICAO
NOVOI,-9.807333333,-48.21116667,ICAO
NT003,-5.874490056,-35.27368225,TERMINAL
NT006,-5.919944444,-35.187380556,TERMINAL
NT007,-6.093911111,-35.206911111,TERMINAL
NT008,-6.013855556,-35.538938889,TERMINAL
NT011,-5.672138889,-35.541427778,TERMINAL
NT012,-5.782927778,-36.125741667,OTHER
NT013,-5.657477778,-35.8109,TERMINAL
NT014,-5.930247222,-35.625327778,TERMINAL
NT016,-6.132988889,-35.352988889,TERMINAL
NT017,-6.162494444,-35.950063889,TERMINAL
NT103,-5.851077102,-35.369627118,OTHER
NT361,-5.685611111,-35.305472222,TERMINAL
NT362,-5.693805556,-35.420222222,TERMINAL
NT363,-5.804666667,-35.451805556,TERMINAL
NT364,-5.771805556,-35.357,TERMINAL
NT366,-5.836805556,-35.304305556,TERMINAL
NT367,-6.050055556,-35.131305556,TERMINAL
NT368,-6.13625,-35.182888889,TERMINAL
NT369,-6.128027778,-35.068,TERMINAL
NT371,-6.017194444,-35.036444444,TERMINAL
NT372,-5.985055556,-35.184055556,TERMINAL
NT373,-5.691166667,-35.30975,TERMINAL
NT374,-5.699166667,-35.424527778,TERMINAL
NT376,-5.811611111,-35.455722222,TERMINAL
NT377,-5.777277778,-35.361444444,TERMINAL
NT378,-5.842388889,-35.308833333,TERMINAL
NT379,-6.050277778,-35.14075,TERMINAL
NT381,-6.136388889,-35.1925,TERMINAL
NT382,-6.128361111,-35.077583333,TERMINAL
NT383,-6.017583333,-35.045861111,TERMINAL
NT384,-5.985194444,-35.193388889,TERMINAL
NT386,-5.784222222,-35.440166667,TERMINAL
NT387,-5.867111111,-35.520111111,TERMINAL
NT388,-5.919926167,-35.927776833,TERMINAL
NT389,-5.882861111,-35.421,TERMINAL
NT391,-5.895972222,-35.338416667,TERMINAL
NT392,-5.937805556,-35.074333333,TERMINAL
NT393,-6.036416667,-35.055166667,TERMINAL
NT394,-5.953472222,-34.975222222,TERMINAL
NT396,-5.849916667,-35.025694444,TERMINAL
NT397,-5.924722222,-35.156944444,TERMINAL
NT398,-6.081513889,-35.655627778,TERMINAL
NTL01,-5.905513889,-35.289044444,TERMINAL
NTL02,-5.805013889,-35.193352778,TERMINAL
NTL04,-5.840022222,-35.153463889,TERMINAL
NTL05,-5.872052778,-35.275966667,TERMINAL
NTL06,-5.907722222,-35.25565,TERMINAL
NTL07,-5.907844444,-35.255675,TERMINAL
NTL08,-5.9028,-35.252827778,TERMINAL
NTL11,-5.721783333,-35.526341667,TERMINAL
NTL12,-5.802297222,-35.565844444,TERMINAL
NTL13,-5.902808333,-35.252825,TERMINAL
NTL18,-5.904508333,-35.292305556,TERMINAL
NTL21,-5.8751,-35.274413889,TERMINAL
NTL22,-5.905344444,-35.252527778,BRG_DIST
NTL23,-5.853419444,-35.370686111,BRG_DIST
NTL24,-5.902872222,-35.2529,TERMINAL
NUPAR,-2.551166667,-55.472,ICAO
NURSE,-23.709575,-47.454441667,TERMINAL
NUVUG,-2.266127778,-53.832011111,ICAO
NUXAL,-21.750486111,-52.247144444,ICAO
NUXEL,-22.283086111,-45.821908333,ICAO
NUXES,-22.977536111,-45.906533333,ICAO
NUXIG,-19.9575,-39.652777778,ICAO
NUXIS,-22.741688889,-42.980055556,ICAO
NUXIT,-26.554727778,-48.772569444,ICAO
NUXOD,-5.740111111,-49.178669444,ICAO
NUXOG,-3.694480556,-66.690283333,ICAO
NUXOL,-10.412713889,-48.119069444,ICAO
NUXUG,-19.548073646,-53.316863865,ICAO
NUXUM,-9.134866667,-72.956386111,ICAO
OBDAR,-2.743691667,-67.450427778,ICAO
OBDEL,-21.573241667,-44.073613889,ICAO
OBDEP,-3.161730821,-55.896612788,ICAO
OBDIN,-29.7231,-53.464363889,ICAO
OBDOL,-6.967422222,-39.102969444,ICAO
OBDUV,-16.8757,-41.938702778,ICAO
OBEBA,-6.941166667,-62.71383333,ICAO
OBGAP,2.430081637,-43.427933167,ICAO
OBGAT,-11.750627778,-55.216041667,ICAO
OBGEL,-6.385,-39.4835,ICAO
OBGIP,-10.661385307,-40.863556868,ICAO
OBGOD,-5.283672222,-35.983758333,ICAO
OBGOK,-3.327683333,-60.245716667,ICAO
OBGOM,-11.122333333,-37.169666667,ICAO
OBGOV,-9.723763889,-48.005125,ICAO
OBGUV,-18.91175,-52.398994444,ICAO
OBGUX,1.532519444,-55.618711111,ICAO
OBKAD,-0.832833333,-31.0865,ICAO
OBKAR,-12.520952778,-42.836652778,ICAO
OBKAV,-12.370466667,-55.036230556,ICAO
OBKEN,-20.364297222,-54.564183333,ICAO
OBKEP,-22.819733333,-43.169760806,ICAO
OBKIK,-14.22433333,-58.064,ICAO
OBKIL,0.505,-70.037777778,ICAO
OBKIN,-23.545657303,-45.339286003,ICAO
OBKOL,-19.665277778,-35.168888889,ICAO
OBKUT,3.4305,-32.61833333,ICAO
OBLAT,-19.996969296,-38.495640624,ICAO
OBLAV,-18.219852778,-48.341880556,ICAO
OBLAX,-9.916086111,-36.749630556,ICAO
OBLEB,-20.062333333,-43.657166667,ICAO
OBLEV,-3.03,-42.1475,ICAO
OBLIL,-23.473508333,-47.299919444,ICAO
OBLIS,-2.976575,-65.815527778,ICAO
OBLOK,-24.394388889,-46.625619444,ICAO
OBLUG,-22.609711111,-48.459561111,ICAO
OBMAV,-23.5015229,-47.607188717,ICAO
OBMIS,-5.760763889,-37.288988889,ICAO
