icao,name,longitude,latitude,elevation
SIIP,Quinta da Baroneza I Heliport,-46.703888,-22.977222,2487
SIIR,Brascam Century Plaza Heliport,-46.675576,-23.583998,2761
SIIS,Fazenda Uberaba Airport,-53.833611,-23.655,1099
SIIT,Fazenda Cachoeira Airport,-55.572227,-20.759998,1188
SIIU,Santa Marta Airport,-48.712231,-19.642052,2218
SIIV,Kekafly II Heliport,-48.915188,-27.089266,115
SIIW,TECNET 2 Helipad,-46.869999,-23.454078,2899
SIIY,Brasil XXI Heliport,-47.89391,-15.792832,3901
SIIZ,Fazenda Chalana Airport,-57.158732,-14.165164,1785
SIJC,Hotel Campos do Jordão Heliport,-45.577753,-22.717752,5381
SIJD,João Dias Helipad,-46.717826,-23.643649,2533
SIJE,Fazenda Joana Estãncia Airport,-57.389231,-20.013385,476
SIJF,Edifício Faria Lima Financial Center Heliport,-46.683376,-23.58596,2693
SIJG,Fazenda Jaguaretê Airport,-50.725465,-21.443322,1290
SIJI,Petrobrás - São José dos Campos Heliport,-45.817183,-23.182371,2051
SIJK,Vazante Airport,-46.861668,-17.955,2457
SIJM,Fazenda Santa Maria do Porto da Capivara Airport,-56.597778,-17.144444,328
SIJN,Pouso na Serra Airport,-49.578333,-27.863333,2881
SIJO,Fazenda São João do Jatobazinho Airport,-57.511111,-18.577222,381
SIJP,Bolsa-RJ Heliport,-43.174295,-22.902269,161
SIJQ,Ryhad Palace Hotel Helipad,-49.396983,-25.582584,3081
SIJR,Ely Rego Airport,-49.60236,-25.539024,2592
SIJS,Fazenda Tonga Airport,-47.528613,-3.45472,561
SIJT,Mina 3 Heliport,-41.303068,-21.750123,66
SIJU,Fazenda Areia Branca Airport,-58.456117,-11.790368,1073
SIJW,Hospital e Maternidade Santa Marina Heliport,-46.653291,-23.657411,2710
SIJX,Internacional Plaza Heliport,-46.6816,-23.591255,2615
SIJY,Campo Comandantes Airport,-48.816387,-26.983055,33
SIJZ,Fazenda Vera Paz Airport,-56.764721,-7.394722,801
SIKA,Fazenda Alegria II Airport,-54.558055,-23.110556,1191
SIKB,Kekafly I Heliport,-48.9254,-27.0829,129
SIKC,Colider Airport,-55.462283,-10.760403,984
SIKD,SODEPA Heliport,-46.70449,-23.573529,2402
SIKE,Wobben Windpower Heliport,-38.848136,-3.620365,200
SIKF,Plaza Iguatemi Heliport,-46.686659,-23.576687,2722
SIKH,Hotel Vitória Heliport,-47.183039,-23.085377,1972
SIKI,Txai Resort Itacaré Heliport,-39.011089,-14.377818,33
SIKK,Calciolândia Airport,-45.645,-20.250557,2180
SIKL,Flamboyant Heliport,-49.238711,-16.709683,2739
SIKM,Fazenda Viamão Airport,-46.001667,-5.289167,863
SIKN,Fazenda Bonanza Airport,-45.915558,-5.157222,928
SIKP,Fazenda Santa Teresa Airport,-57.506944,-18.303611,404
SIKQ,Fazenda Samaúma Airport,-57.103969,-7.237056,612
SIKR,Fazenda Barra Mansa Airstrip,-56.085522,-19.581399,364
SIKS,Fazenda Mata Porcos Heliport,-43.106716,-22.442931,3031
SIKT,Joaquim Floriano Heliport,-46.670984,-23.583339,2687
SIKV,Aldeia do Vale Heliport,-49.191901,-16.608188,2490
SIKW,Luciano Peixoto Heliport,-48.925488,-15.930618,2093
SIKX,Fazenda Continental Airport,-48.651109,-20.236006,1476
SIKZ,Fazenda Olho D`Água Airport,-43.536072,-5.663818,390
SILA,Fazenda Santa Ada Airport,-53.83996,-22.756475,1247
SILC,Municipal Bom Futuro Airport,-55.95025,-13.037861,1358
SILE,Usina Trapiche Heliport,-35.128056,-8.579444,33
SILF,New Century Heliport,-46.680372,-23.587857,2691
SILG,Fazenda Panamá Airport,-58.747817,-13.762288,1690
SILH,Parque Dom Pedro Heliport,-47.066589,-22.836232,2096
SILJ,Do Gaúcho Airport,-52.504075,-0.831374,135
SILK,O Estado de São Paulo Heliport,-46.671719,-23.512751,2539
SILM,Fazenda Regalito Airport,-46.870703,-14.466194,1598
SILP,Lojas Cem Heliport,-47.267411,-23.152228,1982
SILQ,Aeroleve Aeródromo Privado Airport,-53.496006,-24.929094,2254
SILR,One Hundred Heliport,-46.684449,-23.59502,2550
SILS,Big Master Airport,-57.608147,-14.63693,1138
SILT,Santa Fé do Sul Airport,-50.968943,-20.228473,1276
SILU,BRPEC Agro-Pecuária Airport,-56.987917,-19.865306,427
SILV,Locar Heliport,-46.483487,-23.471493,2720
SIMB,Monumental Business Helipad,-46.5692,-23.614697,2661
SIMD,Reseda Office Heliport,-46.674814,-23.582725,2566
SIME,Comandante Carlos Inácio Agnes Airport,-47.428032,-5.583771,443
SIMG,Fazenda Seis Palmas Airport,-57.716895,-21.096121,312
SIMJ,Capinópolis - Aviação Agrícola Buttarello Ltda. Airport,-49.5476,-18.659201,2005
SIMK,Tenente Lund Pressoto Airport,-47.3829,-20.592199,3292
SIMM,Edifício Corporate Park Heliport,-46.672175,-23.58743,2645
SIMO,Posto de Proteção Ambiental Santo André Airport,-56.172677,-16.770832,449
SIMP,Marques Plaza Hotel Heliport,-45.916897,-22.218675,2710
SIMQ,Fazenda Dois de Maio Airport,-55.753373,-18.208867,492
SIMR,Fazenda Reunidas Airport,-51.151936,-17.751364,2362
SIMU,Fazenda Mutum Airport,-52.844485,-22.278524,978
SIMV,Fazenda Mata Velha Airport,-47.849836,-19.838343,2733
SIMW,Fazenda Retiro do Cervo I Airport,-53.970519,-20.350089,1562
SIMX,Fazenda Jangada Airport,-56.578056,-15.240833,722
SIMY,Fazenda Porto Oculto Airport,-54.095982,-23.211108,972
SIMZ,Fazenda Primeiro de Maio Airport,-54.941565,-17.875572,584
SINB,Tubarão Heliport,-45.388611,-23.829445,10
SIND,Ondina Heliport,-38.503983,-13.009093,177
SINE,Ibar Heliport,-46.330215,-23.524477,2412
SING,Fazenda São João Airport,-49.288334,-20.556667,1739
SINH,Fazenda Esperança Airport,-53.562341,-22.64372,804
SINK,Fazenda Negrinha Airport,-50.8729,-21.874831,1582
SINL,Costão Heliport,-48.383043,-27.464166,138
SINN,Fazenda Nova Holanda Airport,-46.358891,-8.806944,1657
SINP,Fazenda Santa Maria Airport,-56.420438,-21.506016,1063
SINQ,Laranjal Airport,-52.488164,-0.790406,250
SINR,Fazenda Recanto Airport,-54.009289,-18.007405,1093
SINT,Fazenda Santa Adélia Airport,-49.37641,-15.193743,2251
SINU,Fazenda Xerez Airport,-56.706944,-21.923333,958
SINW,International Paper Luís Antônio Heliport,-47.913834,-21.572616,1697
SINY,Fazenda Nova Heliport,-36.196893,-8.159848,1542
SINZ,Xanadu Airport,-50.527904,-25.438527,2796
SIOB,Fazenda Guanabara Airport,-51.266799,-20.818202,1362
SIOC,Santo Expedito Airport,-51.544011,-21.14321,1300
SIOE,Mocelin Airport,-53.035909,-25.793554,1850
SIOH,Cauê-Ijaci Heliport,-44.941453,-21.194765,3019
SIOL,Fazenda Pontal Airport,-48.84401,-18.322459,1706
SIOO,Fazenda Água Doce do Pantanal Airport,-57.902884,-22.025799,273
SIOQ,Fazenda Mato Alto Airport,-54.309314,-23.505490000000002,1313
SIOR,Fazenda São Miguel Airport,-57.153332,-18.098057,358
SIOS,Fazenda Santa Josefa Airport,-53.957269,-22.769395,1313
SIOT,Fazenda Santa Vergínia Airport,-52.407285,-21.488074,1043
SIOW,Hospital Alemão Osvaldo Cruz Helipad,-46.643524,-23.569833,2926
SIPA,Aeroclube de São José do Rio Pardo Airport,-46.928262,-21.647157,2849
SIPB,CAVU - Clube de Aviação Ultraleve Airport,-44.120864,-2.448485,109
SIPD,Vitória Hotel Residence Heliport,-47.048323,-22.902398,2361
SIPE,Itapessoca Airport,-34.856499,-7.65601,16
SIPG,Fazenda Água Preta Airport,-51.469531,-14.137595,794
SIPI,Alphacentro Helipad,-46.862307,-23.498096,2451
SIPK,SESC Pantanal Airport,-56.422199,-16.4974,348
SIPN,Fazenda Progresso Airport,-57.69055,-21.516014,328
SIPO,Sebastião José Pereira Airport,-41.956669,-14.924167,2260
SIPS,Haras Forum Heliport,-44.147551,-19.65932,2743
SIPT,Petrobrás Refinaria de Paulínea Replan Heliport,-47.137803,-22.731765,1955
SIPX,Gramado Heliport,-47.004265,-22.907754,2395
SIPZ,Papaiz Heliport,-46.618209,-23.676378,2684
SIQA,Senador Antônio Farias Airport,-35.044753,-6.407982,138
SIQC,Fazenda Paraíso Airport,-52.998313,-19.164086,1887
SIQD,Fazenda Estância Regina Airport,-54.791619,-20.644541,1968
SIQE,Botelho Airport,-47.726636,-15.937469,3399
SIQF,Recanto das Marés Heliport,-48.530822,-27.378013,181
SIQG,Fazenda Morro Alto Airport,-55.709881,-10.504746,899
SIQH,Universidade Mogi das Cruzes Heliport,-46.73451,-23.527919,2419
SIQI,Aerolis Airport,-50.467404,-30.536381,20
SIQJ,Morro do Chapéu II Airport,-55.800701,-14.9583,989
SIQK,Nova Odessa Airport,-47.334557,-22.781533,1909
SIQL,Duas Rodas Heliport,-49.06477,-26.486726,79
SIQS,Fazenda Terra do Sol Airport,-57.131084,-15.375074,722
SIQU,Alcoolvare Airport,-51.309468,-20.08639,1280
SIQV,Fazenda Matão Airport,-58.57503,-12.891057,1499
SIQY,Fazenda Amizade Airport,-55.945,-12.628056,1264
SIQZ,Fazenda Carolina Airport,-46.603227,-15.594296,1871
SIRB,Fazenda Mimoso Airport,-54.381668,-21.771111,1476
SIRC,Fazenda Jarinã Airport,-53.58592,-10.325341,1112
SIRF,José Múcio Monteiro Airport,-35.271667,-8.631111,479
SIRH,Fazenda Morada da Lua Airport,-54.311836,-18.263323,1450
SIRI,Barra Grande Airport,-38.940804,-13.906082,23
SIRJ,Caima Airport,-56.218103,-4.304645,115
SIRK,Hospital Pronto Socorro João XXIII Helipad,-43.931354,-19.925768,2818
SIRL,Virgínia Lyra Heliport,-48.264903,-19.982484,1936
SIRN,Fazenda Jaó Airport,-51.985738,-14.769135,854
SIRO,Maksoud Plaza Helipad,-46.651356,-23.56324,2920
SIRS,Fazenda São Sebastião Airport,-48.789251,-19.636525,2461
SIRU,Fazenda Bahia Airport,-54.070919,-16.927115,6234
SIRV,Fazenda Morro Branco Airport,-58.765835,-16.118055,400
SIRW,Fazenda Serra Vermelha Airport,-45.306809,-6.874737,1657
SIRX,Vila Velha Heliport,-44.342784,-23.024389,79
SIRY,Hiper Bergamini Heliport,-46.581903,-23.465835,2481
SIRZ,Condomínio Faria Lima Pinheiros Heliport,-46.691203,-23.569435,2714
SISC,Senador Carlos Lyra Heliport,-47.768866,-19.957345,1968
SISD,Fazenda São Sebastião Airport,-51.273805,-18.14522,1982
SISH,Vega Heliport,-38.542485,-3.720225,33
SISJ,Fazenda São José do Piquiri Airport,-55.56373,-17.455984,427
SISK,Fazenda Cimal Airstrip,-52.0474,-18.8645,2158
SISL,Fazenda Santa Lúcia Airport,-55.90672,-16.894737,509
SISM,Hospital Miguel Arraes Helipad,-34.891157,-7.920322,161
SISN,Fazenda Valiosa Airport,-45.874819,-17.072613,1716
SISO,Fazenda Santo Ambrósio Airport,-49.580555,-0.091667,20
SISQ,Tino Heliport,-48.933334,-26.306389,53
SIST,Zizico Heliport,-48.460347,-25.683651,21
SISV,Fazenda Promissão Airport,-57.104208,-13.897372,1690
SISW,Fazenda Mato Grosso Airport,-59.163458,-13.824526,1690
SISX,Santa Terezinha Airport,-56.057986,-19.379788,361
SISY,Piraquara Airport,-49.1422,-25.450986,3212
SITB,Fazenda Touro Branco Airport,-53.790618,-23.01328,951
SITE,Telefônica Helipad,-46.642617,-23.566308,2976
SITG,INTO Helipad,-43.215054,-22.893898,167
SITJ,Fazenda São Gabriel Airport,-46.144934,-7.4904,738
SITK,Jomarca Helipad,-46.485917,-23.467395,2592
SITL,Fazenda Flores Airport,-40.234167,-5.049167,1148
SITP,Sítio Santa Izabel Heliport,-47.273335,-23.602222,2737
SITQ,Vivo S/A Helipad,-46.69904,-23.620374,2484
SITR,Fazenda Córrego Limpo Airport,-55.074709,-20.140971,745
SITS,Estância Indiana Airport,-55.981722,-13.130369,1388
SITU,Fazenda Santa Genoveva Airport,-50.339237,-17.944125,1526
SITX,Fazenda Chapéu de Pano Airport,-55.521667,-19.774445,519
SIUD,Montes Horere Helipad,-46.607577,-23.538534,2507
SIUE,Grande Hotel São Pedro Heliport,-47.881100000000004,-22.598926,1611
SIUF,Fazenda São Francisco Airport,-53.701668,-10.156944,1165
SIUG,Fazenda Santa Irene Airport,-51.905572,-22.496183,1116
SIUI,ITH Helipad.,-43.361251,-21.781148,2854
SIUM,Fazenda Planeste Airport,-46.849998,-8.556111,1841
SIUO,Fazenda Santa Adélia Airport,-52.27856,-10.720669,1063
SIUP,Ford Camaçari Heliport,-38.273449,-12.673637,135
SIUQ,Fazenda Primavera Airport,-54.329528,-20.975095,1624
SIUR,Fazenda Ribeirão Airport,-53.496045,-19.610011,1549
SIUS,Fazenda Dona Rosa S. Rezek Airport,-54.045042,-22.711748,1240
SIUU,Fazenda Santa Eulalia Airport,-57.041305,-16.518436,394
SIUW,Candote Airport,-52.301478,-20.839112,1093
SIVB,Helicentro Zona Sul Heliport,-43.965118,-19.985428,3645
SIVC,Fazenda Iporanga Airport,-49.477873,-13.760061,1231
SIVD,Fazenda dos Três Rios Airport,-46.272526,-16.944212,1723
SIVE,Clube de Vôo Fazenda Royal Airport,-48.000453,-23.503805,2477
SIVG,Clube Aerodesportivo Selva Airport,-55.444443,-11.876013,1280
SIVH,Sítio Santa Catarina Heliport,-47.881379,-20.70517,2300
SIVI,Monte Sinai Heliport,-47.064126,-22.91273,2405
SIVJ,Cirrus Sociedade Aerodesportiva Airport,-43.899779,-19.451074,2402
SIVN,Fazenda Sansara Airport,-43.771033,-16.602173,2149
SIVO,Fazenda Malu Airport,-51.774166,-12.448056,1378
SIVP,Bela Manhã Airport,-50.535837,-14.441618,899
SIVQ,Fazenda Annalu Airport,-54.201111,-22.082222,1083
SIVR,Fazenda MP Airport,-56.746169,-7.629534,925
SIVS,Vicente Spisso Heliport,-47.000595,-23.610947,3022
SIVT,Fazenda Boa Vitória Heliport,-44.110851,-20.283996,2606
SIVU,João Moteiro Airport,-40.332484,-20.422911,16
SIVV,Fazenda Bororeo Airport,-56.228961,-16.931465,489
SIVW,Banaer de Jacupiranga Airport,-48.022828,-24.709625,89
SIVX,Cia. Brasileira de Alumínio Heliport,-47.265912,-23.530615,2855
SIVZ,Mata-Fome Airport,-56.543949,-29.187105,220
SIWA,Fazenda Estrela do Aripuanã Airport,-59.373776,-10.74854,925
SIWB,Fazenda Sperafico Airport,-55.289855,-23.190468,1968
SIWE,Nelson Pizzani Airport,-50.956501,-27.2127,3223
SIWI,Fazenda Guapirama Airport,-57.242759,-13.927482,1788
SIWJ,Campo Verde Airport,-55.141441,-15.528713,2533
SIWK,Fazenda Mãe Margarida Airport,-55.38485,-14.050007,1759
SIWM,Fazenda Bandeirantes Airport,-49.538319,-17.988193,1900
SIWN,Fazenda Vargem das Flores Airport,-49.582296,-17.849879,2146
SIWQ,Fazenda Mateira Airport,-53.070509,-20.96167,1260
SIWR,Fazenda Amazonas Airport,-50.488808,-13.799722,919
SIWS,Hotel Portobello Heliport,-44.075153,-22.949709,13
SIWV,Fazenda Boa Vista Airport,-56.716441,-7.856935,902
SIWX,Blau Farmacêutica Helipad,-46.897845,-23.598274,2658
SIWY,Fazenda Campo Augusta Airport,-55.773161,-17.512801,443
SIWZ,Fazenda Fazendinha Airport,-56.484526,-19.481135,344
SIXA,Fazenda União Suzanópolis Airport,-51.096039,-20.529893,1398
SIXC,Embrase Helipad,-46.692951,-23.510562,2392
SIXD,Fazenda da Paz Airport,-55.566051,-30.844725,892
SIXE,Aeroclube de Eldorado do Sul Airport,-51.443611,-30.050278,33
SIXF,Fazenda Soledade Airport,-47.536232,-17.383446,2717
SIXG,Fazenda Pouso Alegre Airport,-47.463856,-18.03226,2812
SIXH,Hospital Unimed Heliport,-48.845537,-26.288918,17
SIXJ,Volare Helicentro Heliport,-44.918587,-20.166146,2480
SIXK,Nossa Senhora do Carmo Airport,-54.202307,-23.167497,961
SIXO,Fazenda Nossa Senhora de Fátima Airport,-59.656623,-13.983586,1516
SIXP,Fazenda Paiaguás Airport,-57.450699,-14.0723,2038
SIXQ,Fazenda São João Airport,-55.436156,-23.843515,1519
SIXS,EZ Towers A Helipad,-46.7025,-23.626944,2844
SIXV,Fazenda Rancho do Planalto Airport,-53.363466,-18.145292,2707
SIYB,Almenat Heliport,-46.882439,-23.646465,3006
SIYC,Cesaroni Heliport,-38.317058,-12.859253,82
SIYE,Fazenda Campo Hélio Airport,-55.569721,-19.09639,463
SIYG,Gorduras e Margarinas Especiais - GME Helipad,-38.474057,-3.719256,79
SIYH,Fazenda Cruzeiro Airport,-55.291829,-18.981943,508
SIYI,Fazenda Planalto Airport,-51.146516,-17.261915,2874
SIYK,Fazenda Sorriso Metálico Airport,-48.21527862548828,-17.456666946411133,2605
SIYL,Santuário Nacional de Nossa Senhora da Conceição Apare Heliport,-45.23777771,-22.8538894653,1854
SIYN,Eletro Primavera LTDA Airport,-61.22775,-11.902683,749
SIYO,Fazenda Goiás Barreiro Airport,-51.30638885498047,-17.255556106567383,2848
SIYU,Edifício Ronaldo Sampaio Ferreira Heliport,-46.68055725097656,-23.599443435668945,2592
SIYV,Mário Henrique Simonsen Heliport,-43.346549,-22.996973,20
SIYY,Ilha do Caracará Airport,-56.841111,-17.456944,346
SIYZ,Condomínio Edifício Berrini 1681 Heliport,-46.694695,-23.611512,2576
SIZB,Hospital São José Heliport,-42.980177,-22.424998,3239
SIZC,Fazenda Fenix Airport,-41.995556,-20.779444,1581
SIZE,Coppersteel Bimetálicos Heliport,-47.123618,-22.996625,2222
SIZF,Nossa Senhora das Graças Airport,-53.956111907958984,-23.9950008392334,873
SIZG,Fazenda Encontro das Águas Airport,-48.387901,-22.607901,1631
SIZH,Fazenda Vista Alegre Airport,-51.51416778564453,-19.99305534362793,1483
SIZI,Fazenda Vitória Airport,-51.477224,-18.755003,1680
SIZJ,Fazenda Santa Zélia Heliport,-48.44718,-20.979532,1870
SIZK,Fazenda Vera Cruz Airport,-52.110643,-14.87378,896
SIZL,Fazenda Lagoa,-49.844977,-22.747696,1909
SIZO,Calcário Vale do Araguaia Airport,-51.643902,-14.1903,853
SIZQ,Fazenda Real Airport,-48.441111,-23.036667,3077
SIZS,Agropecuária Equus Airport,-53.440619,-13.536658,1201
SIZU,Agrochapada Airport,-54.276536,-13.434653,1427
SIZV,Sada Heliport,-44.117841,-19.960035,3157
SIZW,Darinha Heliport,-38.248055,-4.111667,33
SIZX,Inácio Luís do Nascimento Airport,-57.5495,-11.2966,870
SIZY,IMOCOP Heliport,-47.561842,-22.695981,1775
SJAB,Helisul - Cataratas Heliport,-54.432597,-25.692776,623
SJAC,Fazenda Rio Preto Airport,-51.688922,-11.47151,886
SJAD,Tecno Bag Heliport,-45.109295,-22.757058,1765
SJAF,Fazenda Água Limpa Airport,-57.899783,-13.671667,1804
SJAG,Fazenda Paredão Airport,-60.283854,-13.63208,778
SJAH,Fazenda Gesso Integral,-45.164722,-5.773889,755
SJAI,Fazenda Davilândia Airport,-48.753031,-13.184792,1263
SJAJ,Estação Convention Center Helipad,-49.267792,-25.438934,3104
SJAK,Fazenda F5 Airport,-48.872128,-18.364181,1726
SJAM,Estância Lajota Heliport,-46.57112,-23.248582,3183
SJAN,Grupo Santander Banespa - Panamericana Park Helipad,-46.725186,-23.653713,2405
SJAO,Natura Heliport,-46.831144,-23.403681,2414
SJAP,Fazenda Mrajan Heliport,-46.984856,-22.914178,2290
SJAQ,Fazenda Renascença Airport,-46.354453,-16.116865,3038
SJAR,Fazenda Bela Manhã Airport,-50.893669,-20.017684,1227
SJAS,Fazenda São Roque Airport,-49.173057556152344,-21.669166564941406,1450
SJAT,Monte Moriá Heliport,-46.871454,-22.886912,2766
SJAU,Araguacema Airport,-49.557499,-8.83772,680
SJAW,Fazenda Citrícola Airport,-48.377154,-21.724679,2051
SJAX,Fazenda Acalanto Airport,-45.972805,-12.95931,2657
SJAZ,Fazenda Querubim Airport,-46.023488,-12.770401,2733
SJBA,Friboi Heliport,-46.73104,-23.513706,2445
SJBB,Fazenda Bacaba Airport,-49.889005,-9.525193,640
SJBC,Fazenda União Airport,-51.215305,-8.989448,1099
SJBD,Mundo Plaza Helipad,-38.461263,-12.97964,483
SJBE,Ortosíntese Helipad,-46.724435,-23.438866,2743
SJBG,Edifício Torre Almirante Heliport,-43.178181,-22.909572,417
SJBH,Tranportadora Americana Heliport,-46.738458,-23.514999,2407
SJBI,Edra Heliport,-47.698463,-22.440285,2002
SJBJ,Guancan Helipad,-46.851491,-23.613051,2690
SJBK,Iriri Airport,-54.244999,-5.679363,581
SJBL,Fazenda São José Heliport,-47.488994,-22.330565,2113
SJBP,Atrium VI.com Heliport,-46.687474,-23.595482,2664
SJBQ,CBMM Heliport,-46.9041,-19.675929,3649
SJBT,Fazenda Vera Lúcia Airport,-56.100508,-19.575061,417
SJBU,Fazenda Baluarte Airport,-44.791897,-17.014975,1719
SJBV,Rio Verde/Mercosul Heliport,-49.464636,-25.457364,2940
SJBX,Severino Lopes Airport,-35.241276,-6.018827,329
SJBY,João Silva Airport,-45.3452,-3.65428,82
SJBZ,Fazenda Três Barras Airport,-51.110233,-18.958246,1552
SJCA,Comandante Vittorio Bonomi Airport,-47.04727,-21.532177,2037
SJCB,Classic Helipad,-46.734129,-23.513543,2398
SJCD,Fazenda Pingo d`Água Airport,-53.938361,-17.72516,1303
SJCF,Fazenda Estrela D`Alva Airport,-52.312903,-13.191879,1250
SJCG,Iate Clube de Santos - Angra dos Reis Heliport,-44.433582,-22.977854,214
SJCH,Fernando João Pereira dos Santos Filho Airport,-36.181313,-8.15749,1621
SJCI,Cap PM Paulo José de Menezes Filho Heliport,-45.874583,-23.194975,1962
SJCL,Fazenda Araçatuba Airport,-50.411162,-14.529421,1100
SJCO,Fazenda Aparecida Airport,-50.094019,-21.49784,1510
SJCP,Fazenda São Roberto Airport,-50.846266,-17.068934,2516
SJCQ,Fazenda Serra Azul Airport,-40.050701,-11.9355,1125
SJCS,Continental Square Heliport,-46.683961,-23.595772,2678
SJCV,Roots Heliport,-46.036706,-22.865024,5085
SJCW,Jatapu Airport,-58.5112,-1.71205,132
SJCY,Estância Santa Rita Airport,-55.95603,-15.680085,617
SJCZ,Fazenda Paraíso Airport,-54.250435,-12.430112,1158
SJDB,Fazenda Santa Elisa Airport,-51.363991,-15.055868,853
SJDE,Fazenda União Airport,-54.09762,-22.644834,1332
SJDF,Anchieta Hospital Heliport,-48.06718,-15.824037,4013
SJDI,Fazenda Concórdia Airport,-54.208249,-22.852064,1247
SJDJ,Arenhart Aviação Agrícola Airport,-57.14191,-29.889211,259
SJDK,Oeste Plaza Shopping - MC Helipad,-51.369345,-20.884696,1339
SJDL,Fazenda Paraíso Airport,-55.852776,-17.302378,1313
SJDN,Fazenda Campo Alegre Airport,-55.741625,-19.456729,558
SJDO,Maroum Heliport,-45.371325,-23.82192,10
SJDP,My Way Heliport,-44.287831,-23.015344,98
SJDQ,Trade Tower Heliport,-47.04688,-22.897723,2294
SJDS,M Dias Branco Airport,-38.489179,-3.917155,66
SJDT,Fazenda São Roque Airport,-55.312922,-19.51876,453
SJDU,Nossa Senhora do Loreto Airport,-56.960771,-29.728093,318
SJDW,Fazenda Canadá Airport,-57.290997,-22.122402,548
SJDX,Fazenda Bandeirantes Airport,-55.549932,-19.412815,427
SJDY,Fazenda da Barra Airport,-54.068611,-18.663055,1533
SJDZ,Fazenda Canduá Airport,-46.571946,-15.833989,3084
SJEA,Cadete 56-147 Santana Airport,-48.226832,-12.850863,985
SJEB,Milennium Office Park Helipad,-46.689636,-23.592965,2484
SJEC,Eduardo Cordeiro de Araújo Airport,-52.467703,-31.686676,151
SJEF,Fazenda Costa Rica Airport,-56.042912,-19.747751,342
SJEG,Estância Esmeralda Airport,-57.158804,-20.159584,433
SJEH,Clemente Verillo Airport,-48.226719,-22.101357,2395
SJEI,New England Helipad,-46.661564,-23.552618,2920
SJEK,Satélite Aviação Agrícola Airport,-52.208673,-13.540849,1362
SJEM,Vera Municipal Airport,-55.333889,-12.319167,1231
SJEN,Plá e Silva Airport,-52.977319,-33.142894,10
SJEP,Sementes Roos Heliport,-52.815174,-28.44261,1722
SJER,Fazenda Canadá Airport,-50.338433,-17.360044,1811
SJEX,Fazenda Vitória Airport,-46.107366,-13.008656,2966
SJEZ,República dos Palmares Helipad,-35.740645,-9.65983,69
SJFA,West Side Heliport,-46.849317,-23.503735,2932
SJFB,Fazenda Bacuri Airport,-46.4404,-8.377661,1815
SJFC,Federação do Comércio do Estado de São Paulo Helipad,-46.652107,-23.558072,2707
SJFD,Méier Medical Center Helipad,-43.281696,-22.899339,178
SJFE,Condomínio Jacumã Ocean Resort Heliport,-39.109418,-16.705722,13
SJFF,Frigo Estrela Airport,-50.41055,-20.294722,1595
SJFH,I.I.J.O.- Rosário Heliport,-48.217235,-20.412554,1808
SJFI,CIFI Airport,-55.990239,-15.645028,644
SJFJ,Fazenda Santa Joana Airport,-55.226651,-17.234575,522
SJFK,Fazenda Cachoeira Airport,-49.532516,-12.591994,771
SJFL,Fazenda Campo Formoso Airport,-49.866018,-12.560166,1083
SJFM,Fazenda Macuco Airport,-54.24448,-23.838938,1149
SJFN,Fazenda Brasil Novo Airport,-54.927159,-18.371768,752
SJFP,Fazenda Perobal Airport,-61.370498,-12.91236,984
SJFQ,Fazenda Quatrirmãs Airport,-48.664874,-22.949012,2441
SJFR,Fazenda São Gabriel 2 Airport,-58.235558,-12.523889,1434
SJFT,Fazenda Triunfo Rio Turvo Airport,-57.726944,-10.093056,850
SJFU,Tabuleiro Airport,-35.631234,-6.696417,1716
SJFV,Fazenda Gaia Airport,-48.754891,-18.766281,2697
SJGC,Fazenda Busato I Airport,-45.494492,-12.899685,1201
SJGD,Fazenda Rio Brilhante Airport,-45.721911,-12.7948,2799
SJGE,Nações Unidas Airstrip,-56.29239,-6.083471,591
SJGF,Nova Era Airport,-52.442014,-30.21298,164
SJGG,Plaza II Heliport,-46.696181,-23.611193,2671
SJGH,Aeropel Airport,-55.988827,-28.710631,300
SJGI,Fazenda Cypi Airport,-56.905017,-19.334916,305
SJGL,Pitangueira Heliport,-49.830833,-27.37611,1290
SJGM,Quadra Hungria Heliport,-46.695896,-23.575384,2491
SJGN,Fazenda Agromar Airport,-56.481761,-13.668074,1237
SJGU,Araguatins Airport,-48.11427,-5.68603,411
SJGW,Tasi Airport,-55.540395,-11.783531,1280
SJGY,Fazenda Barriguda Airport,-46.743243,-13.708326,1965
SJGZ,Fazenda Araçatuba Airport,-52.674999,-22.093583,1231
SJHB,Real Hospital Português Helipad,-34.898098,-8.064302,221
SJHC,Canal Heliport,-42.011451,-22.872063,7
SJHE,Fazenda Palmeira Airport,-55.992689,-12.088032,1194
SJHG,Confresa Airport,-51.565836,-10.633296,781
SJHH,Fazenda Poruína Airport,-52.217222,-18.119722,2244
SJHI,Flow Water Heliport,-45.532672,-22.750265,6063
SJHJ,Fazenda Remanso Airport,-61.088936,-11.18294,745
SJHM,Fazenda Globo Airport,-58.587798,-12.949012,1588
SJHO,Fazenda Colorado Airport,-57.103978,-13.944093,1804
SJHQ,Fazenda São José da Reunidas Airport,-52.368194,-11.016676,1155
SJHR,Flamboyant Heliport,-44.137063,-2.520691,125
SJHS,Fazenda São Vicente Airport,-48.343315,-19.310409,2477
SJHU,Agropecuária Vale do Guaporé Airport,-60.096176,-13.882563,958
SJHW,Professor Maurício Joppert Airport,-43.958836,-17.295497,2221
SJIA,Ipiaú Heliport,-39.700384,-14.153981,430
SJIB,Itabuna Heliport,-39.320261,-14.82404,217
