icao,name,longitude,latitude,elevation
SSCW,Fazenda Santa Glória Airport,-56.005554,-18.039722,456
SSCX,Fazenda Coxilha Airport,-52.335746,-28.095087,2133
SSCY,Sikorski Heliport,-49.448541,-25.438472,3149
SSDA,Água Mansa Heliport,-45.404187,-23.741404,7
SSDD,Nossa Senhora de Fátima Heliport,-51.183286,-29.932878,13
SSDG,Fazenda Nazaré Airport,-45.57298,-9.335862,2034
SSDI,Fazenda Bacatuba Airport,-43.705702,-5.659765,584
SSDK,São Pedro,-44.727917,-20.075955,2713
SSDL,Fazenda Ribeirão Airport,-45.333596,-8.008883,1588
SSDO,São Pedro Airport,-39.316389,-16.753778,262
SSDP,Fazenda Fortaleza do Guaporé Airport,-60.174884,-14.463956,778
SSDQ,Fazenda Marema Airport,-56.634712,-20.180732,463
SSDT,Fazenda Pau d'Arco Airport,-50.180906,-7.941807,794
SSDV,Fazenda Santa Maria Airport,-55.465482,-18.209771,518
SSDW,Fazenda Potrich Airport,-55.535563,-12.915799,1335
SSDX,Fazenda da Coxilha Airport,-51.708516,-31.013962,33
SSEB,Mata Serena Airport,-46.772192,-13.772931,1440
SSEC,Edifício Sequóia Heliport,-47.804453,-21.218996,2411
SSED,Fazenda Escalada Airport,-54.430442,-17.96497,932
SSEE,Vale do Taquari Regional Airport,-51.934072,-29.453107,105
SSEF,Fazenda Passaredo Airport,-47.231553,-21.320047,4632
SSEH,Fazenda Pantera Airport,-53.246868,-17.953015,2946
SSEJ,Moinho Velho Heliport,-46.84559,-23.626064,2831
SSEK,Fazenda Lontra Airport,-53.254715,-20.01777,1299
SSEN,Fazenda Baviera Heliport,-39.829334,-14.121219,538
SSEO,Fazenda Mimoso Airport,-53.562494,-20.730548,1404
SSEP,São Sepé Airport,-53.579399,-30.182199,502
SSEQ,Fazenda Aldebaran Airport,-53.940833,-21.92332,1099
SSER,Erechim Airport,-52.271489,-27.663614,2498
SSEU,Tabocal Airport,-56.582297,-7.281926,915
SSEV,São Camilo Airport,-57.130864,-18.089084,289
SSEW,Sítio Limoeiro Airport,-48.309794,-23.145561,3084
SSEX,Estância Caiman Airport,-56.311269,-19.968191,289
SSEZ,Espumoso Airport,-52.857248,-28.738719,1198
SSFA,Foz do Areia Airport,-51.640701,-25.981501,3701
SSFB,Paulo Abdala Airport,-53.063827,-26.05938,2113
SSFC,Safra Airport,-54.621667,-31.0225,443
SSFD,Fazenda Acarajá Airport,-54.700604,-23.002675,1194
SSFE,Estância Hércules Airport,-54.598468,-25.460699,584
SSFG,Fazenda Guanabara Airport,-52.142143,-22.661462,1010
SSFH,Vale dos Dinassauros Airport,-47.811638,-19.785486,2438
SSFJ,Fazenda Retiro da Cachoeira Airport,-54.618119,-20.810952,1460
SSFK,Forte Coimbra Airport,-57.779889,-19.906111,279
SSFL,João Pereira dos Santos Filho Airport,-40.628379,-7.100147,1470
SSFO,Fazenda Novo Horizonte Airport,-56.32027816772461,-20.039722442626953,354
SSFR,Fronteira Airport,-49.187636,-20.278662,1598
SSFS,Fazenda Sapezal Airport,-58.782143,-13.332545,1778
SSFX,Fazenda Primavera Airport,-50.580087,-23.45713,2239
SSFY,Furnas Centrais Elétricas Heliport,-54.54207,-25.473278,751
SSGA,Garibaldi Airport,-51.531674,-29.269047,2231
SSGB,Guaratuba Airport,-48.611759,-25.881559,49
SSGE,Fazenda Periquitos Airport,-51.833131,-20.501698,1180
SSGF,Fazenda Formosa Airport,-53.223825,-20.198188,1640
SSGH,Fazenda Capão Verde Airport,-56.073249,-20.073735,413
SSGJ,Fazenda Poleiro Grande Airport,-56.272494,-17.250266,390
SSGL,Fazenda Falcão Airport,-54.181111,-15.399444,1975
SSGM,Fazenda Seriema Airport,-56.5625,-21.693333,1053
SSGN,Fazenda Guaíba Airport,-54.540208,-23.236148,1401
SSGO,Rosada Airport,-54.588751,-19.428081,2192
SSGP,Piquet Airport,-47.808639,-15.854319,3570
SSGT,Fazenda Capão Alto Airport,-54.81588,-21.69569,1050
SSGU,Fazenda Gurucaia Airport,-53.326093,-23.186335,886
SSGV,Sorocred Heliport,-47.477778,-23.556667,2080
SSGW,Manoel Ribas Airport,-53.044453,-24.220459,1608
SSGX,Fazenda Rio Negro Airport,-56.245297,-19.569416,358
SSGY,Guaíra Airport,-54.1917,-24.0811,889
SSGZ,Fazenda Santa Helena do Pindó Airport,-53.867508,-22.893908,1050
SSHA,Aeroclube de Aquidauana Airport,-55.76944351196289,-20.480833053588867,620
SSHD,Fazenda Bipandora II Airport,-54.904273,-22.001521,1335
SSHE,Fazenda Nova Guaporé,-60.322462,-13.90646,705
SSHG,Fazenda Tereré Airport,-55.763847,-22.357945,2277
SSHH,Helisul I Heliport,-54.493876,-25.608954,732
SSHK,Fazenda Jaguarandy Airport,-55.56944274902344,-22.5897216796875,1968
SSHL,Fazenda Jussara Airport,-52.40833282470703,-23.575000762939453,1213
SSHM,Hospital Moinho de Vento Heliport,-51.21110916137695,-30.024444580078125,253
SSHN,Recanto das Águias Airport,-51.87555694580078,-23.2450008392334,1637
SSHO,Hospital Santa Rita Helipad,-34.946861,-7.126055,213
SSHR,Horus Heliport,-48.848045,-26.331964,43
SSHS,Helisul IV Heliport,-54.481528,-25.612929,689
SSHT,Ingazeira Airport,-56.7186355591,-10.1304620248,853
SSHU,Fazenda Centenário Airport,-56.0452766418457,-19.45805549621582,426
SSHV,Fazenda Genipapo Airport,-44.61594,-17.724468,1923
SSHX,Aeródromo de Fazenda Jatobá,-55.300022,-23.922994,1335
SSHZ,Walter Bündchen Airport,-54.3391,-27.6383,1063
SSIA,Fazenda Ipê Airport,-45.310246,-8.427943,1739
SSIC,APLIC Aviação Agrícola Ltda Airport,-54.824444,-22.306667,1405
SSIE,Teruel Ipanema Estância Airport,-54.59553,-20.604145,1732
SSIF,Fazenda Baunilha Airport,-54.030358,-23.562109,958
SSIH,Fazenda Fortaleza Airport,-52.721681,-20.946947,1296
SSIJ,João Batista Bos Filho Airport,-53.846568,-28.368711,1197
SSIK,VIVO Heliport,-46.857891,-23.465628,2526
SSIN,Sítio Costa dos Calhaus Heliport,-44.633209,-23.216775,361
SSIP,Fazenda Santa Otília Airport,-57.043427,-21.186742,833
SSIQ,Itaqui Airport,-56.538343,-29.171981,230
SSIR,Ibirubá Airport,-53.078888,-28.604168,1499
SSIS,Major José Ignácio Airport,-48.097222,-22.047778,1962
SSIT,Issaig I Heliport,-49.303132,-28.702032,89
SSIU,Sítio Enel Airport,-52.365496,-30.137259,223
SSIW,Fazenda Damaro Airport,-56.435725,-19.980153,344
SSIX,Fazenda Campo Verde Airport,-53.507444,-22.652796,843
SSIZ,Condomínio Fazenda da Grama Heliport,-47.0625,-23.059167,2257
SSJA,Santa Terezinha Airport,-51.553327,-27.171514,2546
SSJB,Salenco Airport,-54.348861,-18.862268,1263
SSJC,Fazenda do Jacuí Airport,-51.301625,-29.983505,7
SSJF,Polícia Federal Curitiba Heliport,-49.2277,-25.3762,3064
SSJG,Fazenda Santa Ana Airport,-57.68138885498047,-21.216388702392575,351
SSJH,Fazenda Guarani Airport,-53.56893,-22.164289,988
SSJI,Jardim Airport,-56.152599,-21.493099,1053
SSJJ,Fazenda Tupi Airport,-53.128837,-21.805647,1377
SSJK,Júlio de Castilho Airport,-53.74330139160156,-29.153099060058594,1633
SSJM,Fazenda Júlio Martins Airport,-52.49944305419922,-18.842500686645508,2621
SSJN,Fazenda Santa Helena Heliport,-46.680259,-22.970268,2625
SSJO,Fazenda Angico Airport,-57.45277786254883,-19.376388549804688,511
SSJP,Fazenda Junqueira Airport,-51.929168701171875,-22.895000457763672,1427
SSJQ,Fazenda Floresta Airport,-51.873778,-12.806725,1266
SSJS,Malwee Heliport,-49.127257,-26.517934,141
SSJV,Fazenda Piratininga Airport,-56.480037,-17.938848,150
SSJW,Fazenda Jauru Airport,-53.8922233581543,-21.782499313354492,1017
SSJX,São Bento Airport,-57.01416778564453,-19.478055953979492,150
SSJY,São João Airport,-56.21722030639648,-17.707500457763672,150
SSJZ,Fazenda Três Unidos Airport,-54.007129,-24.052209,1013
SSKA,Fazenda Campinas Airport,-56.35972213745117,-18.905555725097656,328
SSKB,Fazenda Tupanciretan Airport,-56.377220153808594,-19.474443435668945,312
SSKC,Fazenda União Airport,-52.05937,-19.292785,1758
SSKE,Campo Primavera,-53.078492,-23.12116,1250
SSKF,Porto Bonito Airport,-53.872329,-23.344521,1180
SSKG,Estância Santa Maria Airport,-54.5255012512207,-20.505300521850582,2028
SSKH,Fazenda Karl Hermann Isenberg Airport,-55.53889083862305,-22.911666870117188,1853
SSKI,Fazenda Santa Helena Airport,-50.585196,-23.340699,1673
SSKK,Capão da Canoa Airport,-50.036945,-29.763611,33
SSKM,Campo Mourão Airport,-52.3568,-24.009199,1883
SSKP,Copacel Airport,-53.84222030639648,-24.30888938903809,1050
SSKQ,Fazenda Santa Rosa Airport,-50.461944,-14.541111,1001
SSKR,Fazenda Primavera Airport,-50.82,-17.17,2306
SSKS,Cachoeira do Sul Airport,-52.940799713134766,-30.00189971923828,253
SSKT,Aeroclube de Santa Catarina Airport,-48.672779,-27.611668,20
SSKU,Curitibanos Airport,-50.604832,-27.286827,3209
SSKW,Cacoal Airport,-61.4508,-11.496,778
SSKX,Fazenda São Luíz do Matão Airport,-50.652886,-19.869993,1168
SSKY,Fazenda Querência Airport,-58.3552777778,-14.4736111111,2362
SSKZ,Carazinho Airport,-52.8162002563,-28.3225002289,1854
SSLB,Fazenda São Paulino Airport,-55.92610931396485,-19.025278091430664,394
SSLD,Fazenda Lourdes Airport,-56.75944519042969,-18.643888473510746,328
SSLE,Eldorado Brasil Heliport,-51.613889,-20.595277,1037
SSLG,São Luís Gonzaga Airport,-55.037498474121094,-28.376388549804688,656
SSLH,Helipalm Heliport,-46.314775,-23.651964,2493
SSLL,Fazenda Itaguassu Airport,-55.926764,-22.249873,1788
SSLM,Estância Acrobata Airport,-48.941534,-16.548655,3510
SSLN,Helmuth Baungarten Airport,-49.5424995422,-27.1599998474,1095
SSLO,Loanda Airport,-53.148998,-22.917101,1542
SSLP,Fazenda Lucero Porã Airport,-57.64666748046875,-21.91083335876465,299
SSLQ,Fazenda Campanário Airport,-55.072604,-22.783302,1362
SSLR,Ocorema Airport,-57.59333419799805,-19.104999542236328,413
SSLT,Alegrete Novo Airport,-55.894707,-29.811595,410
SSLU,Fazenda Aurora Airport,-56.611667,-21.523332,754
SSLX,Fazenda Brasília do Sul Airport,-54.608345,-22.701258,1296
SSLY,Norte Sul Heliport,-47.046944,-22.901944,2356
SSMB,Fazenda Oriente Airport,-43.628157,-22.282949,1877
SSMC,Fazenda São Miguel da Catequese Airport,-53.52000045776367,-22.087778091430664,1209
SSME,Fazenda Ipiranga Airport,-55.565663,-20.976584,899
SSMG,Uno Heliport,-46.331389,-23.956667,226
SSMH,Fazenda Santa Maria Airport,-52.4636116027832,-31.929443359375,66
SSMJ,Maracaju Airport,-55.144906,-21.633888,1280
SSMK,El Dorado Airport,-51.40972137451172,-30.073333740234375,20
SSMM,MACAÉ Heliport,-40.284467,-6.103733,1247
SSMO,Fazenda Luma Airport,-52.730275,-19.344942,1821
SSMP,Fazenda Três Minas Airport,-52.01039,-23.673252,1368
SSMQ,Chácara Monte Alegre Heliport,-46.680556,-22.69,2454
SSMR,Manoel Ribas Airport,-51.651714,-24.5296,2822
SSMT,Mostardas Airport,-50.910301208496094,-31.103599548339844,59
SSMU,Magnum Heliport,-51.10527801513672,-29.946943283081055,66
SSMV,Fazenda Boa Vista Airport,-47.56,-22.0425,2434
SSMW,ICA (Ilha Clube Aerodesportivo) / Ultraleves Airport,-47.013889,-24.315277,49
SSMX,Fazenda Planalto Airport,-46.483921,-21.142698,3937
SSMY,São Miguel do Iguaçu Airport,-54.234722,-25.398889,951
SSMZ,Fazenda São Mateus Airport,-59.983333,-13.917222,1070
SSNA,Estância Miranda Airport,-56.427346,-19.896503,436
SSNB,Naviraí Airport,-54.180199,-23.0348,1332
SSND,Santa Maria Airport,-52.82,-11.16,1119
SSNF,Fazenda Naisa Airport,-48.810001373291016,-20.329721450805664,1739
SSNG,Montenegro Airport,-51.48939895629883,-29.71940040588379,125
SSNH,Novo Hamburgo Airport,-51.08169937133789,-29.69610023498535,66
SSNI,Fazenda Novo Rumo Airport,-53.87694549560547,-22.98527717590332,1247
SSNJ,Fazenda Primavera Airport,-55.90528,-19.5075,341
SSNK,Sementes Petrovina Airport,-54.064558,-16.848464,2362
SSNM,Guarantã Airport,-54.884974,-9.962281,968
SSNP,Nova Prata Airport,-51.60419845581055,-28.802499771118164,2264
SSNQ,Nioaque Airport,-55.830276,-21.184723,984
SSNR,Fazenda Novo Horizonte Airport,-54.93555450439453,-18.31861114501953,754
SSNS,Fazenda Pajuçara Airport,-45.104738,-13.183082,2372
SSNU,Santa Isabel Airport,-48.025001525878906,-22.240833282470703,2582
SSNV,Fazenda Novo Hamburgo Airport,-57.02972030639648,-19.233055114746097,285
SSNW,Aeródromo Fazenda Milano,-45.513889,-12.302778,2264
SSNX,Fazenda da Toca Heliport,-47.73666763305664,-22.213333129882813,2572
SSNY,Fazenda Florida Airport,-58.216667,-17.183611,541
SSOA,Blue Tree Tower Faria Lima Heliport,-46.680752,-23.591218,2680
SSOD,Fazenda Pouso Alegre Airport,-56.415279388427734,-20.247777938842773,374
SSOE,São Miguel do Oeste Hélio Wasum Airport,-53.503502,-26.781601,2180
SSOG,Arapongas Airport,-51.491967,-23.352636,2599
SSOI,Pederneiras Airport,-48.771942138671875,-22.307222366333008,1788
SSOJ,Fazenda Estrela Airport,-51.735,-19.979167,1509
SSOK,14 Bis Airport,-51.1836,-23.21456,1932
SSOL,Padre Israel Airport,-44.963902,-21.240601,3146
SSON,Fazenda Joalice Airport,-55.02916717529297,-23.787778854370117,1476
SSOQ,Fazenda Barranco Alto Airport,-56.1522216796875,-19.577777862548828,502
SSOR,Chico Ledur Airport,-55.714634,-29.817701,381
SSOS,Osório Airport,-50.249191,-29.902286,56
SSOT,Fazenda Saco da Tapera Airport,-45.34916687011719,-16.34694480895996,1946
SSOU,Aripuanã Airport,-59.457469,-10.187375,755
SSOY,FazendaMorada do Sol Airport,-57.019444,-12.290556,971
SSOZ,Mina Brucutu Heliport,-43.395261,-19.86961,2959
SSPA,Fazenda Marajoara Airport,-49.038368,-11.963583,873
SSPB,Fazenda São José do Pontal Airport,-53.598889,-20.651944,1155
SSPC,Fazenda Santa Júlia Airport,-51.34,-13.731667,866
SSPD,Fazenda Paraguá Airport,-60.033333,-14.766667,922
SSPE,Essência Retiro do Rio Cuiabá Airport,-55.609444,-14.435556,837
SSPG,Paranaguá Airport,-48.5312,-25.5401,16
SSPH,Fazenda Santa Lucia Airport,-56.097017,-12.928641,1352
SSPI,Paranavaí Airport,-52.488499,-23.089899,1526
SSPL,Palmeira das Missões Airport,-53.32970047,-27.9018001556,2083
SSPM,Porto Murtinho Airport,-57.880199,-21.7096,260
SSPN,Paranaíba Airport,-51.199402,-19.651199,1446
SSPO,Aplicação Aviação Agrícola II Airport,-54.789722442599995,-22.0091667175,1165
SSPQ,Santa Rosa do Purus Airport,-70.483364,-9.446646,751
SSPR,Porto Walter Airport,-72.7458,-8.276196,651
SSPS,Palmas Airport,-51.97589874267578,-26.472000122070313,3609
SSPT,Palotina Airport,-53.828701,-24.3433,1220
SSPV,Marechal Thaumaturgo Airport,-72.779721,-8.959443,751
SSPW,Fazenda São Paulo Airport,-53.153537,-18.100558,2867
SSPX,Manoel Urbano Airport,-69.260038,-8.8501,531
SSPY,Porto Índio Airport,-57.748711,-17.672559,390
SSQA,Fazenda Guaporé Airport,-60.315277099609375,-13.723055839538574,830
SSQB,Jordão Airport,-71.946944,-9.189444,873
SSQC,Siqueira Campos Airport,-49.815582,-23.67462,2313
SSQD,Ilha do Cavaco Heliport,-44.267371,-23.013773,7
SSQE,TV Mundial I Heliport,-46.70833206176758,-23.568056106567383,2405
SSQF,Fazenda Floresta Negra Airport,-54.698456,-23.815239,1263
SSQH,Hospital Mater Dei Heliport,-43.94889068603515,-19.927221298217773,3054
SSQI,Santa Anastácia Airport,-55.684722222199994,-12.5091666667,1250
SSQJ,Company Helipad,-46.703256,-23.572749,2536
SSQP,Monte Santo Airport,-39.286476,-10.464823,1453
SSQR,Fazenda Primavera Airport,-53.597493,-21.385867,1184
SSQS,Fazenda Brasil Airport,-52.310209,-15.032426,1001
SSQT,Castro Airport,-49.959651,-24.807723,3314
SSQU,Fazenda Alegrete - Retiro Carabda Airport,-55.70166778564453,-20.064722061157227,410
SSQV,UNICID - Universidade Cidade de São Paulo Heliport,-46.55916595458984,-23.53583335876465,2529
SSQW,Royal Palm Plaza Heliport,-47.0716667175293,-22.935556411743164,2457
SSQX,Frei Caneca Shopping Heliport,-46.65250015258789,-23.553611755371097,2713
SSQY,Centro Empresarial de São Paulo Heliport,-46.72944259643555,-23.648889541625977,2503
SSQZ,Mimoso do Oeste Airport,-45.895,-12.106389,2543
SSRB,Rio Brilhante Airport,-54.527779,-21.847778,1024
SSRC,Fazenda Santa Inês Airport,-54.36833190917969,-21.70305633544922,1084
SSRE,Realeza Airport,-53.512699127197266,-25.80120086669922,1693
SSRF,Castro Alves Airport,-39.44670104980469,-12.765700340270996,869
SSRH,Fazenda Marimbondo Airport,-55.982938,-20.778055,577
SSRJ,Fazenda Jequitibá Airport,-53.815477,-21.878395,1181
SSRK,Campo Alegre de Lourdes Airport,-42.995098,-9.51391,1519
SSRM,Fazenda São Sebastião Airport,-56.276112,-21.019444,791
SSRN,Aeroclube de Rio Negrinho Airport,-49.521372,-26.321385,3025
SSRS,Rancho Sumidor Airport,-49.832029,-27.19232,1476
SSRU,São Lourenço do Sul Airport,-52.03279876708984,-31.38330078125,28
SSRV,Riviera Helipad,-48.639763,-26.952773,2756
SSRW,Fazenda J Campos Airport,-48.102146,-23.203627,1781
SSRZ,Dário Brasil Capoano de Oliveira Airport,-54.923916,-30.277493,335
SSSA,Fazenda Sant`Anna do Apa Airport,-56.240001,-21.996186,1047
SSSB,São Borja Airport,-56.034599,-28.6549,262
SSSC,Santa Cruz do Sul Airport,-52.412201,-29.684099,653
SSSD,Soledade Airport,-52.540569,-28.863762,2208
SSSE,Jihad Dehaini Heliport,-49.393611907958984,-25.57666778564453,2972
SSSG,São Gabriel Airport,-54.267799377441406,-30.344999313354492,472
SSSH,Fazenda Santo Inácio Airport,-57.011112213134766,-19.19916725158691,275
SSSI,Fazenda Manto Verde Airport,-45.01548,-7.868144,1450
SSSJ,HSM Helipad,-48.468673,-1.4378,174
SSSK,FC Airport,-43.922377,-4.507177,236
SSSN,do Açu Heliport,-41.01890182495117,-21.7992000579834,13
SSSO,Fazenda São José I Airport,-52.032259,-21.412791,971
SSSP,Fazenda Santa Delfina Airport,-56.310001373291016,-20.0402774810791,328
SSSR,Fazenda Santa Rosa Airport,-52.73333358764648,-20.316389083862305,1476
SSSS,São Francisco do Sul Airport,-48.567381,-26.219866,49
SSST,Santiago Airport,-54.84222,-29.215,1460
SSSV,Fazenda Palmitos Airport,-54.755788,-13.820338,1824
SSSW,Fazenda Santa Maria Airport,-51.950343,-19.722091,1460
SSSY,Fazenda Silvana Airport,-53.51166534423828,-22.516666412353516,781
SSSZ,Sertanópolis Municipal Airport,-51.013901,-23.062201,1181
SSTA,Santa Maria Airport,-54.80083465576172,-30.245832443237305,709
SSTB,Três Barras Airport,-50.310902,-26.135799,2559
SSTC,Copesul Heliport,-51.381111145,-29.882778167699996,92
SSTD,Fazenda Arco de Canto Airport,-51.59611129760742,-28.55083274841309,2311
SSTF,Fazenda Triunfo Airport,-57.131681,-17.874997,325
SSTG,Fazenda Santa Terezinha Airport,-57.058636,-18.467249,525
SSTH,Fazenda Thália Airport,-49.682472,-25.520223,3346
SSTI,Arraial d`Ajuda Airport,-39.155511,-16.455421,279
SSTJ,Walter Ewaldo Siegel Airport,-49.818611145,-27.3491668701,1322
SSTK,Fazenda União de Iguatemi Airport,-54.53972244262695,-23.682777404785156,794
SSTP,Fazenda Baessa Airport,-50.320556,-17.970833,1591
SSTQ,Silvestre Airport,-51.907722,0.849317,482
SSTR,Usina CEM Airport,-49.24176,-17.93653,2805
SSTS,Fazenda Bandeirantes Airport,-53.444055,-22.610683,813
SSTT,Lemon Hotel Heliport,-34.905278,-8.074722,13
SSTU,Fazenda Jauru Airport,-54.10499954223633,-18.729999542236328,1250
SSTV,Fazenda Diamantino Airport,-55.40103,-12.120698,1227
SSTW,Quissamã Airstrip,-41.481111,-22.059444,52
SSTY,Usina Foz do Chopim Airport,-53.166547,-25.556812999999998,1640
SSUA,Fazenda Sonora Estância Airport,-54.77000045776367,-17.63111114501953,1575
SSUC,Fazenda Aurora II Airport,-53.203887939453125,-21.491111755371097,1194
SSUF,Rede D'Or São Luiz Anália Franco Helipad,-46.558315,-23.54891,2694
SSUG,Aurora Heliport,-42.698064,-21.460757,499
SSUH,Porto Frade Heliport,-44.444443,-22.969999,16
SSUI,Fazenda Novo Horizonte Airport,-48.760541,-7.096976,607
SSUJ,Estrada do Iate Clube Heliport,-47.263057708740234,-23.607221603393555,2897
SSUL,Ultraleve Clube Curitiba Airport,-49.154167,-25.476944,3215
SSUM,Orlando de Carvalho Airport,-53.313801,-23.7987,1552
SSUN,Terminal Petrobrás - Guarulhos Heliport,-46.44694519042969,-23.470277786254883,2474
SSUO,Unifly Heliport,-46.3305549622,-23.4086112976,2641
SSUP,Hospital Santa Joana Heliport,-34.89805603027344,-8.051667213439941,135
SSUR,Fazenda Tamanduá Bandeira Airport,-52.869372,-21.585423,1260
SSUS,Uniggel Sementes - Fazenda Santa Maria Airport,-52.896824,-18.413577,2680
SSUU,Fazenda Colorado Airport,-49.47999954223633,-10.741666793823242,761
SSUV,José Cleto Airport,-51.066754,-26.233224,2467
SSUW,Fazenda Palmeiras Airport,-51.505539,-22.775956,1470
SSUY,Fazenda Menina Airport,-51.476898,-20.640499,1115
SSVA,Fazenda Visa Estância Airport,-57.62916564941406,-19.0625,805
SSVB,Fazenda Vaca Branca Airport,-53.821174,-23.066515,1086
SSVE,Fazenda Cerro Verde Airport,-55.05777740478515,-23.81277847290039,1250
SSVG,Fazenda Santa Virgínia Airport,-55.653944,-22.279057,2087
SSVH,Fazenda Paquetá Airport,-55.127777099609375,-22.366943359375,1398
SSVI,Videira Airport,-51.141899,-26.999701,2766
SSVK,Fazenda Dom Arlindo Airport,-54.156944274902344,-22.794443130493164,1299
SSVL,Fazenda Santa Claudina Airport,-54.677776,-22.521667,1476
SSVN,Veranópolis Airport,-51.568067,-28.935407,2218
SSVO,Usina de Monções Airport,-50.1269454956,-20.8716678619,1437
SSVP,Fazenda São Joaquim Airstrip,-39.86629,-18.263982,180
SSVS,Zezé Heliport,-47.003283,-23.128289,2480
SSVU,Fazenda Serra do Cabral Airport,-44.350278,-17.698889,3773
SSVV,Fazenda Vaticano Airport,-56.120272,-21.285926,1027
SSVW,Fazenda Galera Airport,-59.55694580078125,-14.513055801391602,975
SSVY,Fazenda Três Barras Airport,-48.173301696777344,-20.93779945373535,1575
SSVZ,Autovias Heliport,-47.754722,-21.163333,1804
SSWG,Laguna Helistop,-46.556594,-21.781182,4249
SSWH,Dr. Emílio Fehr Airport,-47.820806,-21.906268,2300
SSWI,Escas-Ipê Heliport,-46.320833,-23.157222,2848
SSWJ,Studart Heliport,-37.794722,-4.457222,56
SSWM,Fazenda Santa Maria Airport,-51.320029,-23.495871,2461
SSWP,Fazenda Araguaia Airport,-50.209812,-8.741466,771
SSWR,Fazenda Campana Airport,-54.294185,-21.894132,1043
SSWS,Caçapava do Sul Airport,-53.458177,-30.549625,1365
SSWU,Quick Heliport,-49.2605552673,-16.62027778,1552
SSWV,Fazenda Barra Grande Airport,-50.036105,-23.589072,1772
SSWW,Fazenda Belém Airport,-55.89472198486328,-18.67416763305664,262
SSWY,Flamboyant Heliport,-47.167742,-23.049027,2100
SSWZ,Fazenda Dona Neném Airport,-46.2738876343,-18.5094432831,3458
SSXA,Fazenda Congonhas Airport,-50.934444427490234,-23.038610458374023,1526
SSXB,Casa das Onças Airport,-56.570669,-17.152219,351
SSXD,Sarandi Airport,-52.86360168457031,-27.98110008239746,2034
SSXF,Alexandre Castro e Silva Helipad,-34.892798,-8.111772,199
SSXH,Sócrates Mariani Bittencourt Airport,-41.817501,-14.2554,1673
SSXI,Fazenda Macisa Airport,-56.798977,-11.182804,1193
SSXJ,Unidade de Tratamento de Gás de Cacimbas (UTCG) Heliport,-39.7583312988,-19.4658336639,16
SSXL,Laguna Airport,-56.33583450317383,-20.434722900390625,554
SSXM,Fazenda Guaciara Airport,-53.880853,-22.78595,1063
SSXN,Aéreo Amazônia Airport,-55.11472222,-8.298333333,820
SSXO,Pousada das Águias Airport,-52.12916564941406,-23.288888931274418,1932
SSXQ,Fazenda Jota III Airport,-51.971108,-19.330599,1700
SSXS,Miramar Maragogi Heliport,-35.178611755371094,-8.95888900756836,10
SSXT,Clube Céu Heliport,-43.390267,-22.977676,3
SSXV,Fazenda Santa Rita Airport,-54.11222076416016,-22.950000762939453,1201
SSXW,Fazendas Reunidas Schlatter Airport,-52.600277,-18.807777,2625
SSXX,Xanxerê Airport,-52.372862,-26.875067,2986
SSXZ,Fazenda Santa Rosa Airport,-50.12916564941406,-19.747499465942383,1348
SSYA,Fazenda Tropical Airport,-49.195157,-14.87732,1854
SSYC,Fazenda Mimoso Airport,-52.966901,-19.049771,1959
SSYD,Fazenda Andorinha I Airport,-49.208057,-7.548056,643
SSYE,Fazenda Roberta Airport,-58.50166702270508,-15.320833206176758,1033
SSYF,Fazenda do Café Airport,-48.72055435180664,-18.871667861938477,2762
SSYG,Edifício Palládio Heliport,-46.685619,-23.59502,2589
SSYI,Fazenda Sesmarias Airport,-40.833663,-13.055395,1119
SSYJ,Igreja Messiânica Mundial do Brasil Heliport,-46.75555419921875,-23.761943817138672,2513
SSYL,Fazenda Tuju Puitan Airport,-54.56888961791992,-23.341110229492188,1142
SSYO,Cachoeira Rica Airport,-55.614723,-15.2625,1155
SSYP,Gessomar Airport,-43.919575,-4.521275,190
SSYQ,Agropecuária Monte Alverne Airport,-52.879444,-28.378889,1752
SSYR,Fazenda Santa Maria Airport,-52.319283,-20.346468,1306
SSYS,Fazenda Imbaúba Airport,-52.536388,-19.90889,1552
SSYT,Itapiranga Airport,-53.685799,-27.1425,1247
SSYU,Fazenda Três Pontes Airport,-52.585309,-19.830639,1440
SSYV,Fazenda Progresso Airport,-52.85139083862305,-19.726388931274418,1650
SSYW,Fazenda Terra Forte Airport,-54.778775,-18.266569,1460
SSYY,Fazenda Fundãozinho Airport,-53.149444580078125,-18.95111083984375,1923
SSYZ,Fazenda Cedro Airport,-55.410152,-22.84986,1594
SSZA,Fazenda São Sebastião da Formosa Airport,-56.753334,-17.722221,331
SSZC,Fazenda Lambari Airport,-54.999262,-18.025275,564
SSZF,Fazenda Santa Gertrudes Airport,-56.02166748046875,-18.4777774810791,150
SSZG,Fazenda São João Airport,-52.89638900756836,-19.257221221923828,1575
SSZH,Fazenda Corrientes Airport,-54.714375,-23.645969,1122
SSZI,Condomínio Laguna Heliport,-35.800694,-9.703204,13
SSZL,Fazenda Córrego Azul Airport,-52.157492,-21.44161,1047
SSZM,Reserva Acurizal Airport,-57.554401,-17.832875,351
SSZN,Prudentópolis Airport,-50.923443,-25.182639000000002,2510
SSZO,Santa Marta I Airport,-50.652199,-8.541299,909
SSZP,Fazenda Santa Adriana Airport,-54.2158317565918,-22.69611167907715,1499
SSZQ,Fazenda Panorama Airport,-56.269402,-22.039,1050
SSZR,Luis Alberto Lehr Airport,-54.520628,-27.90658,1014
SSZT,Fazenda São João Airport,-49.34111022949219,-22.794166564941406,2146
